sno,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
8968,IndiGo,Chennai,Kolkata,0,5277,6,3,22,5,2,20
742,Jet Airways,Delhi,Cochin,2,14441,6,12,5,30,7,5
4222,Air India,Delhi,Cochin,1,5117,4,1,9,45,23,40
1592,Jet Airways,Delhi,Cochin,1,14714,6,6,19,15,9,10
4679,Vistara,Delhi,Cochin,0,6216,15,4,14,40,3,10
330,Air India,Kolkata,Banglore,1,8996,6,9,9,10,4,5
2196,SpiceJet,Delhi,Cochin,1,5583,6,9,6,5,5,15
3080,SpiceJet,Kolkata,Banglore,0,3847,15,3,9,0,2,30
3970,IndiGo,Delhi,Cochin,1,6316,6,6,16,0,9,30
3972,Jet Airways,Kolkata,Banglore,1,8529,6,12,18,55,17,5
6082,Jet Airways,Delhi,Cochin,1,12898,27,6,20,55,7,30
8018,Jet Airways,Delhi,Cochin,1,10262,15,6,13,0,6,0
5458,Air Asia,Kolkata,Banglore,1,5192,15,5,7,35,15,55
6450,Multiple carriers,Delhi,Cochin,1,15603,3,6,13,0,8,0
1535,Jet Airways,Mumbai,Hyderabad,0,8040,6,6,10,20,1,30
3449,IndiGo,Chennai,Kolkata,0,4332,18,5,11,35,2,25
6686,IndiGo,Kolkata,Banglore,0,4174,15,4,21,25,2,40
7735,IndiGo,Chennai,Kolkata,0,7295,3,6,19,35,2,20
6389,Air Asia,Banglore,Delhi,0,4282,4,9,4,55,2,50
5232,IndiGo,Banglore,Delhi,0,3943,21,6,21,15,3,0
3089,Air India,Kolkata,Banglore,0,4460,4,6,20,45,2,35
317,Multiple carriers,Delhi,Cochin,1,7198,27,6,19,0,6,30
6419,Air Asia,Banglore,Delhi,0,3383,24,4,4,55,2,50
1010,IndiGo,Kolkata,Banglore,0,4462,21,3,20,25,2,40
2358,Jet Airways,Delhi,Cochin,1,10262,6,3,22,50,5,35
3751,Vistara,Kolkata,Banglore,1,8505,4,1,7,10,27,35
9774,Jet Airways,Kolkata,Banglore,1,10844,5,6,6,30,11,45
622,SpiceJet,Banglore,Delhi,0,3971,15,6,21,10,2,55
4042,IndiGo,Mumbai,Hyderabad,0,4049,6,6,6,25,1,30
3389,Jet Airways,Kolkata,Banglore,1,8529,6,12,16,30,27,20
5311,Multiple carriers,Delhi,Cochin,1,7670,15,5,12,50,12,40
1875,IndiGo,Banglore,New Delhi,0,14306,3,1,20,0,2,55
9511,IndiGo,Delhi,Cochin,1,8330,5,9,11,25,14,5
8385,Multiple carriers,Delhi,Cochin,1,8073,15,5,9,0,12,0
593,Air India,Banglore,Delhi,0,6961,18,5,10,0,2,45
2558,Jet Airways,Kolkata,Banglore,1,10844,15,5,8,25,12,20
4730,Air India,Banglore,Delhi,0,7171,18,5,17,0,2,45
4537,IndiGo,Kolkata,Banglore,1,5069,5,1,8,10,4,50
3698,Multiple carriers,Delhi,Cochin,1,11999,21,3,10,20,8,30
7913,Air India,Delhi,Cochin,2,11281,5,9,5,0,26,40
893,IndiGo,Delhi,Cochin,1,9027,3,3,6,40,9,30
7447,IndiGo,Banglore,Delhi,0,4990,4,12,18,25,2,55
6904,SpiceJet,Kolkata,Banglore,0,3841,6,9,22,20,2,20
4545,Jet Airways,Delhi,Cochin,2,8367,21,3,10,45,8,5
139,Jet Airways,Delhi,Cochin,1,17024,3,3,8,0,10,50
7701,Air India,Mumbai,Hyderabad,0,2050,15,3,15,0,1,25
2059,Multiple carriers,Delhi,Cochin,1,7155,27,6,10,35,8,40
5075,Jet Airways,Delhi,Cochin,1,14714,6,1,10,0,9,0
6449,Jet Airways,Delhi,Cochin,1,12898,27,6,22,50,5,35
2404,IndiGo,Banglore,New Delhi,0,4777,21,3,4,0,2,50
8160,SpiceJet,Kolkata,Banglore,0,3841,6,1,22,20,2,20
4825,Jet Airways,Kolkata,Banglore,1,14571,6,9,16,30,6,5
3491,Jet Airways,Kolkata,Banglore,1,14571,6,6,14,5,8,30
6372,IndiGo,Banglore,Delhi,0,4077,5,1,1,30,2,45
7873,IndiGo,Delhi,Cochin,1,6314,6,1,4,55,16,5
2685,SpiceJet,Mumbai,Hyderabad,0,4391,3,9,5,45,1,20
9435,Air India,Mumbai,Hyderabad,0,2050,27,3,13,55,1,30
8706,Jet Airways,Mumbai,Hyderabad,0,5678,6,9,7,5,1,25
6422,GoAir,Banglore,Delhi,0,4239,5,3,20,55,2,45
3029,Multiple carriers,Delhi,Cochin,1,13377,27,5,14,0,11,30
9355,Jet Airways,Delhi,Cochin,1,14714,15,6,14,0,5,0
802,Vistara,Banglore,New Delhi,0,8028,3,3,11,30,2,40
7499,Vistara,Kolkata,Banglore,1,8085,6,9,20,20,24,0
5941,IndiGo,Chennai,Kolkata,0,3597,27,6,13,15,2,20
4849,SpiceJet,Delhi,Cochin,1,5583,6,6,15,45,6,20
9250,Air India,Banglore,Delhi,0,6961,15,6,6,10,2,45
2567,Air India,Delhi,Cochin,2,11491,15,5,19,45,23,30
5497,Air India,Banglore,Delhi,0,5176,4,3,13,20,2,50
1271,IndiGo,Banglore,Delhi,0,4823,5,3,16,55,3,0
8673,Jet Airways,Kolkata,Banglore,1,12681,4,1,18,55,23,20
3653,Jet Airways,Delhi,Cochin,2,14237,6,9,18,25,10,0
9310,Air Asia,Banglore,Delhi,0,3383,27,5,23,55,2,50
10375,Jet Airways,Kolkata,Banglore,1,11134,24,3,16,55,26,45
8596,Air India,Kolkata,Banglore,2,9626,6,6,12,0,30,30
10073,Jet Airways,Delhi,Cochin,1,14714,6,12,20,55,7,30
2354,Multiple carriers,Delhi,Cochin,1,7845,27,3,6,0,9,30
2767,IndiGo,Kolkata,Banglore,0,6064,6,1,14,25,2,30
4527,IndiGo,Kolkata,Banglore,0,4804,24,4,15,30,2,35
4131,IndiGo,Mumbai,Hyderabad,0,2227,4,1,21,20,1,30
3315,IndiGo,Kolkata,Banglore,1,11319,5,6,9,20,4,55
2220,IndiGo,Banglore,Delhi,0,4823,6,12,7,10,2,55
275,IndiGo,Mumbai,Hyderabad,0,2754,15,3,21,20,1,25
7543,SpiceJet,Banglore,Delhi,0,4885,4,12,9,30,2,50
3876,IndiGo,Kolkata,Banglore,1,5170,6,6,15,15,5,15
4358,Jet Airways,Banglore,Delhi,0,7229,18,4,17,45,3,0
8375,SpiceJet,Chennai,Kolkata,0,3543,24,5,8,20,2,15
10399,Jet Airways,Mumbai,Hyderabad,0,5678,5,3,2,55,1,25
61,Air India,Delhi,Cochin,1,5117,4,3,6,5,27,20
7953,Jet Airways,Mumbai,Hyderabad,0,2228,4,1,2,55,1,25
847,Air Asia,Delhi,Cochin,1,6451,27,5,7,55,5,30
8535,IndiGo,Chennai,Kolkata,0,6297,3,12,11,35,2,25
8939,Jet Airways,Delhi,Cochin,2,13014,6,1,9,40,26,55
6423,Jet Airways,Delhi,Cochin,2,15129,27,5,19,30,17,5
5029,Air India,Delhi,Cochin,1,8991,6,12,17,40,14,35
6494,GoAir,Delhi,Cochin,1,3948,27,6,10,35,9,0
3173,Jet Airways,Banglore,Delhi,0,4544,21,4,19,50,3,0
9072,GoAir,Delhi,Cochin,1,9069,6,3,14,25,5,10
4987,Air India,Mumbai,Hyderabad,0,3100,6,6,19,30,1,15
7702,SpiceJet,Banglore,New Delhi,0,4839,21,3,9,35,2,55
9277,IndiGo,Delhi,Cochin,1,6442,27,6,5,5,7,5
2984,SpiceJet,Kolkata,Banglore,0,3815,27,3,6,55,2,40
3436,Air Asia,Kolkata,Banglore,0,5620,24,3,22,50,2,30
1963,SpiceJet,Kolkata,Banglore,1,8479,6,9,11,35,7,15
6912,IndiGo,Banglore,Delhi,0,4591,27,4,1,30,2,45
10421,Air India,Kolkata,Banglore,0,4145,27,4,20,45,2,35
716,Multiple carriers Premium economy,Delhi,Cochin,1,10161,21,3,7,30,11,45
8146,Air India,Delhi,Cochin,1,7480,6,12,17,20,16,5
4502,Air India,Kolkata,Banglore,2,12009,4,1,9,25,25,5
8529,IndiGo,Banglore,Delhi,0,3943,21,4,0,30,2,55
7842,Vistara,Kolkata,Banglore,1,9345,21,5,20,20,27,5
3721,Vistara,Kolkata,Banglore,1,7927,4,1,7,10,11,40
9879,Jet Airways,Kolkata,Banglore,1,9663,24,5,6,30,26,50
2968,Air India,Delhi,Cochin,1,5117,4,1,17,20,16,5
807,IndiGo,Chennai,Kolkata,0,5277,3,3,22,5,2,20
1760,Jet Airways,Kolkata,Banglore,1,14781,5,6,6,30,13,20
6027,Jet Airways,Delhi,Cochin,2,19172,3,9,15,55,12,30
3116,Jet Airways,Kolkata,Banglore,1,7064,4,1,18,55,14,25
6180,IndiGo,Delhi,Cochin,0,4729,4,3,14,20,3,15
4058,Air India,Banglore,New Delhi,1,11077,3,9,11,5,22,10
6059,Air India,Delhi,Cochin,0,6094,6,9,14,10,3,0
4324,Multiple carriers,Delhi,Cochin,1,7198,6,12,19,0,6,30
9025,IndiGo,Kolkata,Banglore,0,4804,5,9,15,30,2,35
344,Air India,Delhi,Cochin,2,9968,4,9,12,55,30,20
9400,IndiGo,Delhi,Cochin,1,6069,6,6,16,0,5,0
2659,IndiGo,Chennai,Kolkata,0,3597,27,5,14,45,2,20
4916,Vistara,Kolkata,Banglore,1,8610,6,12,17,0,6,25
1598,Air India,Delhi,Cochin,2,9417,3,6,17,15,16,10
8832,Jet Airways,Kolkata,Banglore,1,9314,5,1,17,0,21,25
172,Jet Airways,Kolkata,Banglore,1,14676,6,9,9,35,11,30
3909,Jet Airways,Delhi,Cochin,2,10919,6,12,6,45,21,40
7749,SpiceJet,Kolkata,Banglore,0,3873,27,6,22,20,2,20
1196,Multiple carriers,Delhi,Cochin,1,9646,18,5,9,45,6,25
6826,Air Asia,Kolkata,Banglore,1,5192,6,12,7,35,11,50
10282,Air India,Banglore,New Delhi,1,6273,3,3,8,15,4,0
2141,Jet Airways,Mumbai,Hyderabad,0,3205,27,3,7,10,1,25
2829,IndiGo,Banglore,Delhi,0,3943,5,3,10,10,2,50
4920,Air India,Delhi,Cochin,0,4729,4,9,5,10,2,50
10177,Jet Airways,Kolkata,Banglore,1,10844,5,12,16,30,6,5
4077,IndiGo,Banglore,Delhi,0,5740,18,4,8,30,2,50
753,Air Asia,Delhi,Cochin,1,8759,6,9,7,55,5,30
1228,Jet Airways,Kolkata,Banglore,1,7064,4,1,16,30,27,20
4396,Jet Airways,Mumbai,Hyderabad,0,5678,24,3,10,20,1,30
9483,SpiceJet,Banglore,Delhi,0,4423,15,6,5,55,2,40
9279,GoAir,Delhi,Cochin,1,9069,6,9,14,25,5,10
10106,Air India,Kolkata,Banglore,0,4145,21,5,20,45,2,35
10047,Air India,Kolkata,Banglore,2,12723,6,6,5,50,27,5
15,Air India,Delhi,Cochin,2,14011,3,3,16,40,26,35
6008,IndiGo,Banglore,New Delhi,0,6144,24,3,7,10,2,55
1892,IndiGo,Delhi,Cochin,1,7503,18,5,9,15,16,15
7476,Jet Airways,Banglore,New Delhi,1,7832,21,3,7,0,6,15
7906,Jet Airways,Delhi,Cochin,1,10262,6,12,22,50,20,10
7849,Jet Airways,Kolkata,Banglore,1,13067,5,6,20,25,14,30
378,Air India,Kolkata,Banglore,2,13349,24,3,9,25,20,10
7087,Air India,Banglore,New Delhi,1,11444,3,3,11,5,11,40
6189,Multiple carriers,Delhi,Cochin,1,10791,27,6,6,0,6,35
8631,Jet Airways,Kolkata,Banglore,1,14571,6,6,14,5,6,40
62,Multiple carriers,Delhi,Cochin,1,12524,6,3,8,45,10,15
8427,IndiGo,Delhi,Cochin,1,7464,18,5,2,0,5,25
2121,Air India,Delhi,Cochin,2,16163,27,5,6,50,24,50
9193,Air India,Kolkata,Banglore,1,6241,24,3,14,35,24,0
793,IndiGo,Banglore,New Delhi,1,8153,3,1,16,55,4,55
6635,Multiple carriers,Delhi,Cochin,1,10782,3,9,4,45,15,0
4299,Vistara,Kolkata,Banglore,1,8452,6,12,7,10,27,35
5693,IndiGo,Delhi,Cochin,1,5298,6,1,6,50,5,20
2469,Jet Airways,Kolkata,Banglore,1,14151,21,5,17,0,25,0
4344,Jet Airways,Kolkata,Banglore,1,9663,21,5,18,55,9,45
1813,Multiple carriers,Delhi,Cochin,1,8625,27,5,10,35,8,40
1787,SpiceJet,Kolkata,Banglore,1,6643,6,6,8,35,8,40
1542,SpiceJet,Chennai,Kolkata,0,3597,18,5,8,20,2,15
1494,Multiple carriers,Delhi,Cochin,1,14533,18,5,9,0,10,15
1209,Air Asia,Kolkata,Banglore,0,4107,21,5,19,55,2,30
9559,Jet Airways,Kolkata,Banglore,1,10539,6,6,9,35,8,25
686,Multiple carriers,Delhi,Cochin,1,8937,6,1,8,30,10,45
5432,Air India,Delhi,Cochin,2,11762,3,9,7,5,36,10
2560,Jet Airways,Kolkata,Banglore,1,7064,4,1,8,25,15,10
7563,Air India,Delhi,Cochin,2,14588,27,5,7,10,24,30
1277,IndiGo,Banglore,Delhi,0,4823,18,5,8,30,2,50
4182,Multiple carriers,Delhi,Cochin,1,7038,6,6,14,55,7,35
6042,Jet Airways,Delhi,Cochin,2,13014,24,6,9,40,26,55
5124,Jet Airways,Delhi,Cochin,2,14441,27,6,5,30,7,5
4793,IndiGo,Delhi,Cochin,1,6600,27,5,5,5,11,5
3956,Jet Airways,Delhi,Cochin,1,19828,3,3,11,30,16,55
2425,Air India,Banglore,Delhi,0,6121,5,9,21,5,2,50
6345,Jet Airways,Delhi,Cochin,2,13292,6,6,5,30,13,30
7831,Jet Airways,Banglore,Delhi,0,7229,21,4,17,45,3,0
3217,Air Asia,Delhi,Cochin,1,11410,6,1,16,45,14,25
8095,IndiGo,Delhi,Cochin,1,6937,27,4,16,0,5,0
4959,IndiGo,Mumbai,Hyderabad,0,3175,15,5,16,55,1,30
7865,Air India,Kolkata,Banglore,2,11432,6,6,8,20,12,5
5807,Air Asia,Kolkata,Banglore,0,4409,15,4,19,55,2,30
8109,Air India,Banglore,Delhi,0,6121,24,4,10,0,2,45
673,Air India,Delhi,Cochin,2,12961,6,6,13,20,29,55
5242,IndiGo,Mumbai,Hyderabad,0,4049,6,3,6,25,1,30
1973,Multiple carriers,Delhi,Cochin,1,15147,3,6,7,30,8,0
8639,Jet Airways,Banglore,Delhi,0,4544,24,4,18,55,3,5
519,IndiGo,Banglore,Delhi,0,4423,27,4,4,0,2,50
9698,Jet Airways,Kolkata,Banglore,1,8529,6,12,20,0,13,20
7976,IndiGo,Mumbai,Hyderabad,0,4049,21,3,6,20,1,25
5487,Jet Airways,Delhi,Cochin,1,14714,6,3,13,0,6,0
10104,Jet Airways,Kolkata,Banglore,1,10844,24,5,20,0,22,15
3087,SpiceJet,Kolkata,Banglore,0,3841,15,6,22,20,2,20
1096,Jet Airways,Kolkata,Banglore,1,14178,24,5,6,30,5,30
5175,IndiGo,Kolkata,Banglore,0,4804,24,6,14,25,2,30
5646,Jet Airways,Kolkata,Banglore,1,14151,18,5,9,35,8,25
5350,IndiGo,Banglore,Delhi,0,3943,5,3,6,5,2,45
6460,Jet Airways,Banglore,Delhi,0,7229,5,6,18,55,3,5
6810,Multiple carriers,Delhi,Cochin,1,9646,6,1,7,5,9,5
9293,Air India,Banglore,Delhi,0,6961,6,12,10,0,2,45
201,Air India,Banglore,Delhi,0,6961,6,3,21,5,2,50
8892,Vistara,Kolkata,Banglore,1,9345,24,5,20,20,27,5
6759,Multiple carriers,Delhi,Cochin,1,8266,6,6,12,50,6,25
2833,Air India,Delhi,Cochin,2,10861,5,9,5,55,13,20
3676,Vistara,Kolkata,Banglore,1,9345,5,12,7,10,16,15
1288,SpiceJet,Chennai,Kolkata,0,3597,6,6,9,45,2,15
2057,SpiceJet,Kolkata,Banglore,0,3841,24,5,17,10,2,30
9877,Air India,Banglore,New Delhi,0,7801,3,9,10,0,2,45
1715,Jet Airways,Delhi,Cochin,1,17024,3,6,19,15,9,10
4774,Jet Airways,Banglore,Delhi,0,7229,21,5,19,50,3,0
7808,Jet Airways,Delhi,Cochin,1,14714,27,6,11,30,7,30
9249,IndiGo,Chennai,Kolkata,0,3597,5,9,19,35,2,20
4374,Air India,Delhi,Cochin,2,12646,27,6,12,55,30,20
5778,Jet Airways,Banglore,Delhi,0,8016,15,6,19,50,3,0
8826,Jet Airways,Delhi,Cochin,2,10368,6,12,9,40,18,45
2014,IndiGo,Delhi,Cochin,1,6818,15,6,5,5,11,5
2834,Jet Airways,Kolkata,Banglore,1,10844,5,1,21,10,7,30
4295,IndiGo,Mumbai,Hyderabad,0,2227,6,1,20,5,1,35
5182,Vistara,Chennai,Kolkata,0,11982,27,5,17,45,2,20
2599,SpiceJet,Banglore,Delhi,0,3625,21,5,21,10,2,55
10283,Air India,Mumbai,Hyderabad,0,3100,6,9,15,0,1,25
8025,IndiGo,Delhi,Cochin,1,4744,4,3,2,0,5,25
2368,IndiGo,Kolkata,Banglore,0,4804,27,5,21,25,2,40
1980,Jet Airways,Banglore,Delhi,0,8016,6,1,19,50,3,0
4157,SpiceJet,Chennai,Kolkata,0,3543,6,6,8,20,2,15
4746,Jet Airways,Kolkata,Banglore,1,12692,6,12,17,0,25,0
1363,Multiple carriers,Delhi,Cochin,2,6128,27,3,13,5,8,15
8569,Jet Airways,Kolkata,Banglore,1,8529,6,12,6,30,27,35
2390,Multiple carriers,Delhi,Cochin,1,6723,24,6,7,10,15,20
10370,Jet Airways,Delhi,Cochin,2,19644,5,9,11,40,7,20
7155,Air India,Kolkata,Banglore,1,6327,5,12,19,0,16,5
5676,Jet Airways,Delhi,Cochin,0,9564,3,9,11,0,3,15
7258,IndiGo,Banglore,Delhi,0,4823,4,3,18,25,2,55
702,IndiGo,Kolkata,Banglore,0,8872,24,3,20,25,2,40
2315,Multiple carriers,Delhi,Cochin,1,9736,6,3,6,0,13,15
6593,IndiGo,Chennai,Kolkata,0,3597,27,6,14,45,2,20
321,Jet Airways,Delhi,Cochin,1,10262,6,9,22,50,5,35
2307,Jet Airways,Kolkata,Banglore,1,9663,5,9,21,10,11,5
2012,Jet Airways,Kolkata,Banglore,2,10118,6,6,6,30,24,55
9670,Jet Airways,Delhi,Cochin,1,10262,6,1,19,15,9,10
10348,Air India,Delhi,Cochin,2,11228,18,5,5,0,26,40
5199,Air Asia,Banglore,Delhi,0,7080,4,12,23,55,2,50
4243,IndiGo,Kolkata,Banglore,0,4804,6,12,11,30,2,35
5393,Jet Airways,Delhi,Cochin,1,6017,27,3,11,30,16,55
5702,IndiGo,Delhi,Cochin,1,5636,5,9,7,15,5,15
4125,Jet Airways,Mumbai,Hyderabad,0,8040,15,3,10,20,1,30
2960,Jet Airways,Delhi,Cochin,1,12898,21,5,14,0,14,25
4889,Jet Airways,Kolkata,Banglore,1,12692,6,9,17,0,29,5
589,Jet Airways,Banglore,New Delhi,1,9134,15,3,5,45,5,0
1773,Air India,Mumbai,Hyderabad,2,14219,3,6,6,0,33,15
8523,IndiGo,Chennai,Kolkata,0,3850,6,9,7,55,2,20
9175,Air India,Kolkata,Banglore,2,14424,5,9,10,0,19,25
9943,IndiGo,Delhi,Cochin,1,7640,18,5,14,20,8,10
3547,Air Asia,Delhi,Cochin,1,6152,21,5,7,55,14,35
9528,SpiceJet,Delhi,Cochin,1,5673,27,5,17,55,4,55
7010,Jet Airways,Banglore,New Delhi,1,12284,18,3,5,45,4,40
2927,IndiGo,Banglore,Delhi,0,3419,24,5,1,30,2,45
5283,SpiceJet,Mumbai,Hyderabad,0,2017,6,6,13,15,1,30
4681,Jet Airways,Kolkata,Banglore,1,11134,24,3,16,55,25,15
9192,Air India,Kolkata,Banglore,0,5510,5,3,14,15,2,30
4286,GoAir,Banglore,Delhi,0,3898,24,6,7,45,2,55
8698,IndiGo,Kolkata,Banglore,1,4226,6,6,6,20,4,0
7628,Air India,Delhi,Cochin,1,8372,27,5,19,0,24,15
3719,Jet Airways,Kolkata,Banglore,1,13941,5,6,6,30,27,35
1322,SpiceJet,Delhi,Cochin,1,5158,27,5,8,45,4,30
8017,IndiGo,Banglore,New Delhi,1,7166,21,3,13,40,4,55
1938,Jet Airways,Delhi,Cochin,2,13029,27,5,9,40,26,55
356,IndiGo,Banglore,New Delhi,1,4437,18,3,16,15,4,20
2708,IndiGo,Banglore,New Delhi,0,7648,3,3,10,5,2,55
4427,Jet Airways,Mumbai,Hyderabad,0,5678,24,3,19,35,1,30
2462,Jet Airways,Delhi,Cochin,1,14714,6,12,14,0,5,0
303,Jet Airways,Delhi,Cochin,2,10368,6,6,5,30,22,55
8279,Jet Airways,Mumbai,Hyderabad,0,10875,3,1,10,20,1,30
266,IndiGo,Delhi,Cochin,1,5684,24,6,11,25,14,5
8287,Jet Airways,Kolkata,Banglore,1,9663,5,1,16,30,19,30
10139,GoAir,Banglore,New Delhi,0,7222,3,3,7,45,2,55
4684,Jet Airways,Banglore,New Delhi,1,17471,3,6,22,50,21,30
9926,IndiGo,Delhi,Cochin,1,7503,18,5,10,35,14,55
1190,Jet Airways,Kolkata,Banglore,1,10844,6,6,21,10,12,10
1279,Jet Airways,Delhi,Cochin,1,12032,27,3,20,50,22,55
596,SpiceJet,Banglore,New Delhi,1,7139,21,3,10,20,7,55
10374,Multiple carriers,Delhi,Cochin,1,7905,3,3,7,5,9,5
5259,Vistara,Kolkata,Banglore,1,9345,15,5,7,10,16,15
7512,Multiple carriers,Delhi,Cochin,1,8266,21,5,10,20,8,55
3442,Multiple carriers,Delhi,Cochin,1,10667,27,3,9,10,10,5
9490,Multiple carriers,Delhi,Cochin,1,11200,27,6,8,30,10,30
748,Jet Airways,Mumbai,Hyderabad,0,8040,27,6,10,20,1,30
9793,Multiple carriers,Delhi,Cochin,1,7005,15,6,8,45,12,15
6196,IndiGo,Chennai,Kolkata,0,3384,21,3,19,35,2,20
5261,Multiple carriers,Delhi,Cochin,1,15603,3,3,7,0,6,20
1867,Jet Airways,Delhi,Cochin,2,13014,27,6,9,40,26,55
4842,IndiGo,Delhi,Cochin,1,7006,21,3,15,0,10,35
6000,IndiGo,Kolkata,Banglore,1,5386,21,5,17,35,4,40
102,Jet Airways,Delhi,Cochin,1,10262,24,6,20,55,7,30
1918,Jet Airways,Delhi,Cochin,2,9905,15,6,21,25,15,10
9872,Jet Airways,Delhi,Cochin,2,18752,3,9,13,45,29,5
726,Jet Airways,Delhi,Cochin,1,5963,21,3,18,15,10,10
8240,Air India,Kolkata,Banglore,1,8996,6,12,9,10,4,5
2245,Jet Airways,Kolkata,Banglore,1,9663,15,5,18,55,14,25
4958,Air India,Delhi,Cochin,0,5411,27,4,18,5,3,5
9388,IndiGo,Kolkata,Banglore,0,5644,21,4,11,30,2,35
9649,Jet Airways,Kolkata,Banglore,1,14151,21,5,20,25,21,35
7232,Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,14,25
811,Vistara,Banglore,Delhi,0,4668,5,6,7,0,2,40
3958,Air India,Banglore,New Delhi,0,25913,3,1,17,0,2,45
4378,Air India,Delhi,Cochin,0,5201,27,6,18,5,3,5
3851,SpiceJet,Mumbai,Hyderabad,0,2017,18,6,13,15,1,30
3507,Vistara,Kolkata,Banglore,1,9187,5,1,17,0,17,45
89,Jet Airways,Kolkata,Banglore,1,10703,24,5,20,25,18,0
9080,Jet Airways,Delhi,Cochin,2,10368,15,6,19,30,17,5
4454,Multiple carriers,Delhi,Cochin,1,11264,27,5,6,0,13,0
3710,SpiceJet,Kolkata,Banglore,0,3841,4,12,17,10,2,30
9869,IndiGo,Mumbai,Hyderabad,0,2227,5,12,20,5,1,35
599,Air India,Delhi,Cochin,1,5117,4,6,20,40,12,45
3649,IndiGo,Kolkata,Banglore,0,4804,6,6,14,25,2,30
9258,Jet Airways,Banglore,New Delhi,1,9134,15,3,5,45,9,30
3453,Air India,Banglore,New Delhi,3,13387,3,12,6,45,35,20
6237,Jet Airways,Kolkata,Banglore,1,14781,15,5,16,30,12,10
3569,IndiGo,Banglore,Delhi,0,4591,4,9,23,30,2,50
7752,Jet Airways,Kolkata,Banglore,1,10031,24,3,8,25,7,55
8584,IndiGo,Delhi,Cochin,1,6147,6,12,17,5,5,20
5508,Jet Airways,Kolkata,Banglore,1,11467,4,1,20,25,21,35
4246,Vistara,Kolkata,Banglore,1,8820,6,6,20,20,22,30
8749,Air India,Banglore,New Delhi,1,8767,3,9,17,0,10,40
3136,Air India,Kolkata,Banglore,2,13217,6,6,9,25,20,0
2299,Jet Airways,Banglore,Delhi,0,6144,24,5,19,50,3,0
9581,Jet Airways,Delhi,Cochin,2,13014,6,1,9,40,18,45
9695,Jet Airways,Banglore,Delhi,0,7229,5,9,7,10,3,0
240,Jet Airways,Banglore,New Delhi,1,13555,18,3,11,40,8,40
7390,Jet Airways,Kolkata,Banglore,1,10624,5,9,17,0,6,35
9101,Vistara,Kolkata,Banglore,1,9187,5,9,20,20,12,45
5864,Jet Airways,Delhi,Cochin,2,11664,21,3,10,20,42,5
7604,Multiple carriers,Delhi,Cochin,1,14848,27,6,10,0,9,15
87,Jet Airways,Delhi,Cochin,2,13014,6,6,9,40,18,45
4761,Jet Airways,Kolkata,Banglore,1,9663,18,5,5,45,27,35
5705,IndiGo,Kolkata,Banglore,0,4148,3,12,14,20,2,35
3565,Vistara,Kolkata,Banglore,1,8452,6,6,20,20,12,45
3517,Jet Airways,Delhi,Cochin,1,12898,27,5,2,15,26,10
5106,IndiGo,Kolkata,Banglore,0,4174,4,12,11,30,2,35
5318,Multiple carriers,Delhi,Cochin,1,6007,27,6,12,50,8,10
3489,Jet Airways,Delhi,Cochin,1,10262,27,6,19,15,17,20
10314,Jet Airways,Kolkata,Banglore,1,12681,4,1,16,30,28,15
7421,Jet Airways,Banglore,Delhi,0,7229,5,6,15,15,2,55
7020,IndiGo,Banglore,New Delhi,0,12649,3,1,21,20,2,55
2932,Jet Airways,Kolkata,Banglore,1,14571,6,6,18,55,17,5
5120,GoAir,Banglore,Delhi,0,3898,15,6,7,45,2,55
4999,Jet Airways,Banglore,New Delhi,1,20800,3,1,14,5,21,20
9244,IndiGo,Delhi,Cochin,1,10236,3,3,8,35,13,45
1704,Jet Airways,Delhi,Cochin,1,15554,18,5,19,45,23,15
2827,IndiGo,Kolkata,Banglore,0,4804,21,4,20,20,2,35
10036,IndiGo,Delhi,Cochin,1,6628,27,3,17,30,8,5
2536,Multiple carriers,Delhi,Cochin,1,8099,21,5,9,15,10,0
8489,Multiple carriers,Delhi,Cochin,1,8018,24,6,13,15,9,15
5526,Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,23,20
83,IndiGo,Delhi,Cochin,1,5894,27,6,11,25,9,35
9976,Multiple carriers,Delhi,Cochin,1,15411,3,6,8,55,9,55
8733,Jet Airways,Mumbai,Hyderabad,0,5678,24,3,15,50,1,30
6330,SpiceJet,Banglore,Delhi,0,3919,15,4,21,10,2,55
9958,Jet Airways,Mumbai,Hyderabad,0,5678,5,6,19,35,1,30
3999,SpiceJet,Banglore,Delhi,0,3625,21,5,9,30,2,50
6998,Jet Airways,Kolkata,Banglore,1,7064,4,1,18,55,28,40
3054,Air India,Delhi,Cochin,2,11972,24,6,17,15,26,0
2740,Air India,Banglore,Delhi,0,5228,21,4,10,0,2,45
3339,Air Asia,Delhi,Cochin,1,6853,15,5,20,45,10,25
7759,IndiGo,Banglore,Delhi,0,4823,18,6,16,55,3,0
4022,Jet Airways,Kolkata,Banglore,1,14388,5,12,18,55,13,20
10194,SpiceJet,Kolkata,Banglore,1,8479,5,1,11,35,7,15
2746,IndiGo,Chennai,Kolkata,0,4332,15,5,11,35,2,25
8510,Air India,Mumbai,Hyderabad,0,3100,6,1,21,5,1,20
9710,IndiGo,Mumbai,Hyderabad,0,4049,18,3,9,10,1,30
4128,Air India,Delhi,Cochin,1,15809,3,6,7,0,12,15
