,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
5082,'IndiGo','Delhi','Cochin',1,13628,3,3,7,30,5,50
5083,'Vistara','Delhi','Cochin',0,6216,27,5,14,40,3,10
5084,'Air India','Delhi','Cochin',1,7480,21,5,5,15,25,35
5085,'Air India','Kolkata','Banglore',1,11936,6,12,10,0,6,15
5086,'SpiceJet','Chennai','Kolkata',0,3859,18,3,8,20,2,15
5087,'Jet Airways','Kolkata','Banglore',1,8586,5,12,20,0,14,5
5088,'Vistara','Banglore','New Delhi',0,21730,3,1,21,10,2,55
5089,'IndiGo','Delhi','Cochin',1,6628,6,1,17,10,8,20
5090,'Air India','Kolkata','Banglore',2,10151,5,1,12,0,19,55
5091,'Jet Airways','Kolkata','Banglore',1,11467,21,5,17,0,21,25
5092,'IndiGo','Delhi','Cochin',1,7010,15,6,5,10,4,55
5093,'Jet Airways','Banglore','Delhi',0,7229,4,3,17,45,3,0
5094,'IndiGo','Banglore','New Delhi',0,8033,3,9,13,10,3,0
5095,'Jet Airways','Banglore','Delhi',0,7229,18,5,11,10,2,55
5096,'IndiGo','Kolkata','Banglore',1,6911,6,9,21,0,5,15
5097,'Jet Airways','Delhi','Cochin',2,14300,27,6,20,0,23,0
5098,'Air India','Kolkata','Banglore',2,13033,6,9,7,0,18,20
5099,'IndiGo','Banglore','Delhi',0,3943,24,5,4,0,2,50
5100,'SpiceJet','Banglore','New Delhi',0,6205,3,9,9,35,2,55
5101,'IndiGo','Delhi','Cochin',1,14871,3,6,11,30,9,30
5102,'Jet Airways','Mumbai','Hyderabad',0,5678,18,5,2,55,1,25
5103,'Multiple carriers','Delhi','Cochin',1,16108,6,1,11,30,7,45
5104,'Jet Airways','Banglore','New Delhi',1,17261,3,6,20,35,12,55
5105,'SpiceJet','Banglore','Delhi',0,3311,5,12,5,55,2,40
5106,'IndiGo','Kolkata','Banglore',0,4174,4,12,11,30,2,35
5107,'IndiGo','Banglore','Delhi',0,4823,6,9,16,55,2,50
5108,'Air India','Banglore','New Delhi',1,8425,3,9,22,0,15,20
5109,'Jet Airways','Banglore','Delhi',0,7229,15,5,11,10,2,55
5110,'GoAir','Delhi','Cochin',1,5281,6,9,10,35,9,0
5111,'Jet Airways','Delhi','Cochin',1,17549,3,9,8,0,20,25
5112,'Multiple carriers','Delhi','Cochin',1,13797,6,3,8,0,13,0
5113,'IndiGo','Banglore','Delhi',0,4823,4,12,8,30,2,50
5114,'Air India','Delhi','Cochin',1,7258,6,3,17,40,15,55
5115,'Multiple carriers','Delhi','Cochin',1,18192,3,3,12,50,12,45
5116,'Air India','Kolkata','Banglore',2,13899,5,1,10,0,19,25
5117,'Jet Airways','Kolkata','Banglore',1,10844,5,9,14,5,6,40
5118,'Jet Airways','Kolkata','Banglore',1,14151,5,12,9,35,24,10
5119,'Multiple carriers','Delhi','Cochin',1,15147,3,6,15,15,10,20
5120,'GoAir','Banglore','Delhi',0,3898,15,6,7,45,2,55
5121,'IndiGo','Delhi','Cochin',1,6818,15,5,5,5,11,5
5122,'Jet Airways','Kolkata','Banglore',1,14781,15,5,16,30,19,30
5123,'Air Asia','Kolkata','Banglore',2,5192,21,5,15,10,8,20
5124,'Jet Airways','Delhi','Cochin',2,14441,27,6,5,30,7,5
5125,'Jet Airways','Kolkata','Banglore',1,14151,24,5,20,25,24,40
5126,'IndiGo','Kolkata','Banglore',1,4226,18,5,19,35,3,40
5127,'Air India','Delhi','Cochin',2,13381,27,5,20,15,23,0
5128,'Multiple carriers','Delhi','Cochin',1,10678,15,6,4,55,14,5
5129,'Jet Airways','Delhi','Cochin',1,12242,27,3,11,30,7,20
5130,'Jet Airways','Mumbai','Hyderabad',0,4995,21,6,2,55,1,25
5131,'Jet Airways','Delhi','Cochin',1,10262,6,1,20,55,7,30
5132,'SpiceJet','Kolkata','Banglore',0,3841,15,4,22,20,2,20
5133,'Jet Airways','Kolkata','Banglore',1,9663,5,9,20,0,16,0
5134,'IndiGo','Kolkata','Banglore',0,5224,18,4,11,30,2,35
5135,'Multiple carriers','Delhi','Cochin',1,14533,18,5,7,5,12,10
5136,'SpiceJet','Mumbai','Hyderabad',0,2017,24,5,22,45,1,30
5137,'Jet Airways','Banglore','Delhi',0,5769,6,12,18,55,3,5
5138,'Multiple carriers','Delhi','Cochin',1,11622,21,3,10,45,8,5
5139,'IndiGo','Banglore','Delhi',0,4823,4,3,18,55,2,55
5140,'Jet Airways','Banglore','New Delhi',1,7832,21,3,14,5,21,20
5141,'Multiple carriers','Delhi','Cochin',1,9001,24,6,7,30,11,45
5142,'IndiGo','Mumbai','Hyderabad',0,2754,27,6,12,0,1,30
5143,'Jet Airways','Banglore','Delhi',0,7229,24,5,7,10,3,0
5144,'IndiGo','Delhi','Cochin',1,6937,3,9,21,5,4,40
5145,'Air India','Kolkata','Banglore',2,13033,6,6,10,0,15,20
5146,'SpiceJet','Banglore','Delhi',0,3625,5,3,5,55,2,40
5147,'Jet Airways','Delhi','Cochin',2,13292,27,6,21,25,21,35
5148,'Air India','Banglore','New Delhi',2,12778,3,12,8,50,25,25
5149,'SpiceJet','Kolkata','Banglore',0,3841,6,1,14,55,2,30
5150,'IndiGo','Mumbai','Hyderabad',0,2227,18,3,21,20,1,25
5151,'SpiceJet','Kolkata','Banglore',1,6171,5,9,8,35,8,40
5152,'Air India','Kolkata','Banglore',2,10676,5,12,12,0,19,55
5153,'Jet Airways','Delhi','Cochin',2,13014,24,6,19,30,17,5
5154,'IndiGo','Mumbai','Hyderabad',0,2754,18,3,2,30,1,30
5155,'Air India','Delhi','Cochin',2,8367,27,3,17,15,14,25
5156,'Jet Airways','Delhi','Cochin',1,5177,4,3,2,15,26,10
5157,'SpiceJet','Kolkata','Banglore',0,4174,18,4,17,10,2,30
5158,'Multiple carriers','Delhi','Cochin',1,9794,15,5,8,45,10,15
5159,'Multiple carriers','Delhi','Cochin',1,10486,27,5,9,45,6,25
5160,'Multiple carriers','Delhi','Cochin',1,15058,21,5,8,0,11,15
5161,'IndiGo','Kolkata','Banglore',0,4804,27,4,22,15,2,35
5162,'Jet Airways','Delhi','Cochin',1,17024,3,6,16,0,27,45
5163,'GoAir','Kolkata','Banglore',1,8855,5,12,16,40,7,35
5164,'Air India','Delhi','Cochin',1,8372,6,9,21,0,10,40
5165,'Jet Airways','Mumbai','Hyderabad',0,4050,24,6,2,55,1,25
5166,'Jet Airways','Banglore','Delhi',0,7229,5,12,11,10,2,55
5167,'SpiceJet','Mumbai','Hyderabad',0,2385,18,3,5,45,1,20
5168,'GoAir','Banglore','Delhi',0,3898,24,6,11,40,2,50
5169,'IndiGo','Banglore','New Delhi',0,6860,3,3,1,30,2,45
5170,'SpiceJet','Delhi','Cochin',1,6749,27,5,6,5,5,15
5171,'Air India','Kolkata','Banglore',2,15107,21,5,14,30,8,45
5172,'Jet Airways','Delhi','Cochin',2,10368,15,6,9,40,18,45
5173,'Jet Airways','Banglore','New Delhi',1,7832,21,3,7,0,14,20
5174,'SpiceJet','Mumbai','Hyderabad',0,2385,27,5,13,15,1,30
5175,'IndiGo','Kolkata','Banglore',0,4804,24,6,14,25,2,30
5176,'Air India','Delhi','Cochin',2,8236,21,3,16,40,26,35
5177,'IndiGo','Delhi','Cochin',1,6416,27,3,11,30,9,30
5178,'Jet Airways','Delhi','Cochin',1,10262,6,9,11,30,7,30
5179,'Jet Airways','Delhi','Cochin',1,14714,6,9,22,50,20,10
5180,'SpiceJet','Kolkata','Banglore',1,7646,4,1,15,55,5,30
5181,'Air India','Delhi','Cochin',1,7480,6,1,20,40,12,45
5182,'Vistara','Chennai','Kolkata',0,11982,27,5,17,45,2,20
5183,'Multiple carriers','Delhi','Cochin',1,8309,18,5,10,35,8,40
5184,'Jet Airways','Delhi','Cochin',2,13344,6,9,5,30,7,5
5185,'Air India','Kolkata','Banglore',1,4227,4,1,19,0,14,50
5186,'Air India','Delhi','Cochin',2,9706,21,3,12,0,19,40
5187,'SpiceJet','Mumbai','Hyderabad',0,2017,5,6,13,15,1,30
5188,'IndiGo','Delhi','Cochin',1,6442,6,12,8,35,13,55
5189,'Jet Airways','Banglore','Delhi',0,8016,15,6,18,55,3,5
5190,'IndiGo','Delhi','Cochin',1,5298,4,1,6,50,5,20
5191,'Vistara','Banglore','Delhi',0,4878,21,5,17,0,2,35
5192,'Jet Airways','Delhi','Cochin',1,10262,24,6,14,0,14,25
5193,'IndiGo','Kolkata','Banglore',1,4176,5,12,4,50,5,0
5194,'IndiGo','Delhi','Cochin',1,5883,15,6,11,25,14,5
5195,'Multiple carriers','Delhi','Cochin',1,12717,6,6,10,0,9,0
5196,'IndiGo','Chennai','Kolkata',0,3850,5,12,7,55,2,20
5197,'IndiGo','Chennai','Kolkata',0,3597,27,5,19,35,2,20
5198,'SpiceJet','Mumbai','Hyderabad',0,2175,5,9,13,15,1,30
5199,'Air Asia','Banglore','Delhi',0,7080,4,12,23,55,2,50
5200,'Jet Airways','Kolkata','Banglore',1,8849,4,1,21,10,11,5
5201,'Jet Airways','Kolkata','Banglore',1,9899,6,12,8,25,11,25
5202,'Vistara','Banglore','Delhi',0,4878,15,6,7,0,2,40
5203,'Multiple carriers','Delhi','Cochin',1,7787,5,9,7,30,11,45
5204,'SpiceJet','Chennai','Kolkata',0,3597,5,3,17,45,2,20
5205,'GoAir','Delhi','Cochin',1,5281,4,1,10,35,9,0
5206,'Vistara','Kolkata','Banglore',1,9345,15,5,20,20,22,30
5207,'IndiGo','Delhi','Cochin',1,6442,24,6,11,55,10,35
5208,'IndiGo','Delhi','Cochin',1,6838,6,6,9,15,11,45
5209,'SpiceJet','Chennai','Kolkata',0,3597,6,3,17,45,2,20
5210,'SpiceJet','Mumbai','Hyderabad',0,3173,21,3,5,45,1,20
5211,'Multiple carriers','Delhi','Cochin',1,13377,6,3,18,15,7,15
5212,'Jet Airways','Kolkata','Banglore',1,9314,5,9,20,25,21,35
5213,'Multiple carriers','Delhi','Cochin',1,9856,3,9,13,15,9,5
5214,'Air India','Delhi','Cochin',1,8372,21,5,8,0,11,15
5215,'Jet Airways','Kolkata','Banglore',1,7064,4,1,18,55,23,20
5216,'IndiGo','Kolkata','Banglore',0,4804,5,1,22,15,2,35
5217,'Jet Airways','Delhi','Cochin',2,13029,27,5,5,30,13,30
5218,'IndiGo','Delhi','Cochin',1,7640,24,5,14,20,8,10
5219,'Jet Airways','Banglore','New Delhi',1,22270,3,1,8,0,7,15
5220,'Air India','Banglore','Delhi',0,4441,4,1,21,5,2,50
5221,'Jet Airways','Delhi','Cochin',1,12898,27,5,9,0,19,25
5222,'Jet Airways','Kolkata','Banglore',1,7064,4,1,18,55,21,25
5223,'Jet Airways','Kolkata','Banglore',1,10844,6,9,8,25,12,20
5224,'SpiceJet','Kolkata','Banglore',0,4174,6,9,9,0,2,25
5225,'Jet Airways','Kolkata','Banglore',1,8529,6,12,16,30,28,15
5226,'IndiGo','Banglore','Delhi',0,3625,21,5,22,10,2,50
5227,'IndiGo','Banglore','Delhi',0,3419,21,5,0,30,2,55
5228,'IndiGo','Chennai','Kolkata',0,3850,24,5,5,15,2,25
5229,'Air India','Kolkata','Banglore',2,12802,24,5,16,50,20,55
5230,'SpiceJet','Delhi','Cochin',1,9748,3,6,15,55,6,0
5231,'IndiGo','Delhi','Cochin',1,6104,6,3,17,10,8,20
5232,'IndiGo','Banglore','Delhi',0,3943,21,6,21,15,3,0
5233,'IndiGo','Delhi','Cochin',1,7514,6,3,6,50,9,20
5234,'Jet Airways','Banglore','New Delhi',0,18308,3,6,19,55,2,40
5235,'Air India','Mumbai','Hyderabad',2,17327,3,6,21,10,4,15
5236,'Air India','Delhi','Cochin',2,8892,27,3,13,5,18,35
5237,'Multiple carriers','Delhi','Cochin',1,9794,27,5,10,20,8,40
5238,'IndiGo','Banglore','Delhi',0,4423,4,1,0,30,2,55
5239,'Jet Airways','Kolkata','Banglore',1,10844,24,5,20,0,24,45
5240,'Jet Airways','Delhi','Cochin',1,15554,5,9,18,15,24,45
5241,'Vistara','Chennai','Kolkata',0,11982,5,1,17,45,2,20
5242,'IndiGo','Mumbai','Hyderabad',0,4049,6,3,6,25,1,30
5243,'IndiGo','Kolkata','Banglore',0,5618,24,3,14,20,2,35
5244,'Air India','Delhi','Cochin',2,13591,27,6,20,15,23,0
5245,'Multiple carriers','Delhi','Cochin',1,9508,27,5,10,0,15,30
5246,'SpiceJet','Chennai','Kolkata',0,3543,18,6,9,45,2,15
5247,'Jet Airways','Banglore','Delhi',0,7229,18,4,18,55,3,5
5248,'Vistara','Banglore','Delhi',0,4668,18,6,11,30,2,50
5249,'Jet Airways','Kolkata','Banglore',1,14388,21,5,14,5,20,0
5250,'Jet Airways','Kolkata','Banglore',1,10844,15,5,18,55,17,5
5251,'Air India','Delhi','Cochin',1,7690,6,9,20,40,12,45
5252,'Jet Airways','Kolkata','Banglore',1,13067,21,5,9,35,24,10
5253,'SpiceJet','Mumbai','Hyderabad',0,1965,4,3,5,45,1,30
5254,'Jet Airways','Delhi','Cochin',1,16289,3,9,16,0,26,50
5255,'Air India','Kolkata','Banglore',1,10203,5,12,20,30,12,25
5256,'Jet Airways','Kolkata','Banglore',1,15149,5,6,14,5,9,30
5257,'Vistara','Kolkata','Banglore',1,9345,21,5,17,0,6,25
5258,'SpiceJet','Mumbai','Hyderabad',0,2017,18,5,5,45,1,30
5259,'Vistara','Kolkata','Banglore',1,9345,15,5,7,10,16,15
5260,'Air India','Kolkata','Banglore',1,6528,5,6,14,35,24,45
5261,'Multiple carriers','Delhi','Cochin',1,15603,3,3,7,0,6,20
5262,'SpiceJet','Delhi','Cochin',1,5583,27,6,6,5,5,15
5263,'Jet Airways','Delhi','Cochin',1,10577,6,9,16,0,27,0
5264,'Air India','Delhi','Cochin',2,10651,15,5,12,0,19,40
5265,'Jet Airways','Kolkata','Banglore',1,7594,6,12,14,5,14,35
5266,'Air Asia','Kolkata','Banglore',1,6857,5,1,6,50,3,40
5267,'IndiGo','Banglore','Delhi',0,4423,27,4,13,0,2,50
5268,'Jet Airways','Delhi','Cochin',2,13344,6,12,5,30,7,5
5269,'SpiceJet','Banglore','Delhi',0,3971,27,4,21,10,2,55
5270,'Jet Airways','Delhi','Cochin',1,18371,24,6,9,0,10,0
5271,'Jet Airways','Delhi','Cochin',2,6643,27,3,19,10,33,15
5272,'Multiple carriers','Delhi','Cochin',1,15077,3,6,11,30,7,45
5273,'Air India','Banglore','Delhi',0,6121,5,1,10,0,2,45
5274,'SpiceJet','Mumbai','Hyderabad',0,5755,3,3,13,10,1,20
5275,'Air India','Delhi','Cochin',1,4487,4,9,20,40,12,45
5276,'SpiceJet','Delhi','Cochin',1,5158,21,5,8,45,4,30
5277,'Jet Airways','Kolkata','Banglore',1,8586,5,1,20,0,8,40
5278,'Air India','Mumbai','Hyderabad',0,3100,6,1,6,20,1,20
5279,'Jet Airways','Mumbai','Hyderabad',0,3210,5,9,2,55,1,25
5280,'Jet Airways','Delhi','Cochin',1,12373,5,9,19,15,17,20
5281,'Multiple carriers','Delhi','Cochin',1,15135,3,3,6,40,12,10
5282,'Jet Airways','Delhi','Cochin',2,13292,27,6,5,30,13,30
5283,'SpiceJet','Mumbai','Hyderabad',0,2017,6,6,13,15,1,30
5284,'Vistara','Mumbai','Hyderabad',1,12395,3,6,21,55,25,0
5285,'SpiceJet','Chennai','Kolkata',0,3543,21,6,9,45,2,15
5286,'Jet Airways','Mumbai','Hyderabad',0,2228,5,6,19,35,1,30
5287,'Air Asia','Delhi','Cochin',1,11410,6,3,16,45,13,50
5288,'GoAir','Kolkata','Banglore',0,3514,24,6,15,20,2,35
5289,'Jet Airways','Kolkata','Banglore',1,13469,6,6,9,35,11,30
5290,'IndiGo','Banglore','Delhi',0,3943,4,9,21,15,3,0
5291,'Vistara','Banglore','New Delhi',0,7608,3,3,21,10,2,55
5292,'Air India','Banglore','Delhi',0,6961,27,5,10,0,2,45
5293,'Multiple carriers','Delhi','Cochin',1,12042,6,1,9,15,9,45
5294,'Air India','Banglore','New Delhi',2,9586,3,9,10,30,10,55
5295,'SpiceJet','Chennai','Kolkata',0,3543,6,1,8,20,2,15
5296,'Jet Airways','Delhi','Cochin',2,13882,6,9,9,25,27,10
5297,'Jet Airways','Kolkata','Banglore',1,8781,24,5,10,20,7,15
5298,'Air Asia','Kolkata','Banglore',2,5192,6,12,15,10,8,20
5299,'IndiGo','Delhi','Cochin',1,6442,27,3,6,40,15,40
5300,'Jet Airways','Delhi','Cochin',1,15554,5,6,22,50,13,45
5301,'Jet Airways','Kolkata','Banglore',1,10844,21,5,18,55,21,25
5302,'IndiGo','Mumbai','Hyderabad',0,2754,4,3,12,0,1,30
5303,'Multiple carriers','Delhi','Cochin',1,14067,21,5,14,0,7,0
5304,'GoAir','Delhi','Cochin',1,5140,27,4,7,25,6,10
5305,'IndiGo','Delhi','Cochin',1,8330,5,9,10,35,14,55
5306,'Jet Airways','Mumbai','Hyderabad',0,5678,3,3,19,35,1,30
5307,'Jet Airways','Banglore','New Delhi',1,11087,3,12,22,55,19,30
5308,'GoAir','Banglore','New Delhi',0,18558,3,1,20,55,2,55
5309,'IndiGo','Mumbai','Hyderabad',0,16000,3,1,2,30,1,30
5310,'SpiceJet','Banglore','Delhi',0,3573,5,6,21,10,2,55
5311,'Multiple carriers','Delhi','Cochin',1,7670,15,5,12,50,12,40
5312,'Vistara','Banglore','Delhi',0,4878,15,5,17,0,2,35
5313,'Jet Airways','Delhi','Cochin',2,11507,27,6,21,25,21,35
5314,'Air Asia','Delhi','Cochin',1,8759,6,6,7,55,5,30
5315,'Jet Airways','Delhi','Cochin',1,10262,6,12,17,30,25,30
5316,'Air India','Delhi','Cochin',2,10975,21,5,7,5,26,20
5317,'Jet Airways','Delhi','Cochin',1,10262,6,6,19,15,9,10
5318,'Multiple carriers','Delhi','Cochin',1,6007,27,6,12,50,8,10
5319,'IndiGo','Chennai','Kolkata',0,3858,21,3,11,35,2,25
5320,'IndiGo','Delhi','Cochin',1,6412,27,6,14,20,8,10
5321,'Air India','Kolkata','Banglore',0,6245,21,4,14,15,2,30
5322,'Air India','Delhi','Cochin',2,9968,6,9,19,45,23,30
5323,'Multiple carriers','Delhi','Cochin',1,18260,3,9,2,15,10,40
5324,'IndiGo','Banglore','New Delhi',0,8855,3,3,18,25,2,55
5325,'Jet Airways','Kolkata','Banglore',1,10844,24,5,8,25,9,50
5326,'SpiceJet','Chennai','Kolkata',0,3597,27,5,8,20,2,15
5327,'Jet Airways','Kolkata','Banglore',1,13067,5,6,17,0,28,5
5328,'Jet Airways','Banglore','New Delhi',1,13817,3,12,16,55,17,50
5329,'Air India','Banglore','New Delhi',1,11602,3,12,6,45,16,30
5330,'Jet Airways','Kolkata','Banglore',1,13941,5,9,16,30,25,45
5331,'Jet Airways','Kolkata','Banglore',1,14151,15,5,20,25,22,45
5332,'IndiGo','Banglore','Delhi',0,3943,15,5,4,0,2,50
5333,'Jet Airways','Kolkata','Banglore',1,10844,5,12,6,30,11,45
5334,'SpiceJet','Mumbai','Hyderabad',0,2753,18,6,5,45,1,30
5335,'Jet Airways','Delhi','Cochin',1,14714,6,12,2,15,16,45
5336,'Multiple carriers','Delhi','Cochin',1,9646,18,5,7,5,9,5
5337,'Jet Airways','Delhi','Cochin',1,15554,5,9,7,5,5,30
5338,'Air India','Banglore','New Delhi',2,13261,18,3,10,30,7,15
5339,'Jet Airways','Banglore','New Delhi',1,11087,18,3,11,40,17,25
5340,'Jet Airways','Delhi','Cochin',2,11507,15,6,5,30,13,30
5341,'Multiple carriers','Delhi','Cochin',1,9424,5,9,19,0,6,30
5342,'GoAir','Banglore','Delhi',0,4937,4,12,11,40,2,50
5343,'SpiceJet','Banglore','Delhi',0,3257,6,6,21,10,2,55
5344,'IndiGo','Banglore','Delhi',0,4823,5,6,8,30,2,50
5345,'IndiGo','Chennai','Kolkata',0,5277,5,12,22,5,2,20
5346,'SpiceJet','Kolkata','Banglore',0,3873,4,9,17,10,2,30
5347,'Jet Airways','Kolkata','Banglore',1,10844,24,5,16,30,12,10
5348,'Multiple carriers','Delhi','Cochin',1,7198,27,5,17,0,8,30
5349,'Air India','Delhi','Cochin',0,6094,15,5,5,10,2,50
5350,'IndiGo','Banglore','Delhi',0,3943,5,3,6,5,2,45
5351,'IndiGo','Banglore','Delhi',0,3943,15,5,21,15,3,0
5352,'Jet Airways','Kolkata','Banglore',1,12681,4,1,20,0,16,0
5353,'Vistara','Banglore','Delhi',0,5613,15,4,17,0,2,35
5354,'SpiceJet','Kolkata','Banglore',0,3873,24,5,9,0,2,25
5355,'Jet Airways','Delhi','Cochin',1,12898,27,5,13,0,23,35
5356,'Jet Airways','Delhi','Cochin',2,15129,5,9,5,30,22,55
5357,'SpiceJet','Chennai','Kolkata',0,3911,5,9,8,20,2,15
5358,'IndiGo','Delhi','Cochin',0,6015,6,12,21,5,3,15
5359,'Jet Airways','Banglore','New Delhi',1,54826,3,1,16,55,6,5
5360,'IndiGo','Delhi','Cochin',1,5073,27,3,20,30,5,5
5361,'IndiGo','Chennai','Kolkata',0,4326,21,3,5,15,2,20
5362,'Jet Airways','Mumbai','Hyderabad',0,8040,6,3,10,20,1,30
5363,'Jet Airways','Banglore','Delhi',0,7229,4,3,6,0,2,45
5364,'IndiGo','Banglore','Delhi',0,3943,15,6,13,0,2,50
5365,'Air India','Banglore','New Delhi',3,14195,3,6,12,0,11,25
5366,'Jet Airways','Delhi','Cochin',2,13292,15,6,9,35,18,50
5367,'IndiGo','Kolkata','Banglore',0,4174,4,3,11,30,2,35
5368,'Jet Airways','Banglore','New Delhi',1,16736,3,6,7,0,14,20
5369,'Jet Airways','Banglore','Delhi',0,5198,5,12,6,0,2,45
5370,'Multiple carriers','Delhi','Cochin',1,15058,6,3,7,5,12,10
5371,'IndiGo','Delhi','Cochin',1,5073,4,3,10,35,5,0
5372,'Multiple carriers','Delhi','Cochin',1,10197,15,5,8,0,11,0
5373,'SpiceJet','Chennai','Kolkata',0,3543,27,6,17,45,2,20
5374,'Jet Airways','Banglore','Delhi',0,7229,27,6,17,45,3,0
5375,'Air India','Delhi','Cochin',2,10966,6,1,12,0,19,40
5376,'Jet Airways','Kolkata','Banglore',1,11134,24,3,13,55,9,30
5377,'Air Asia','Kolkata','Banglore',0,3807,4,6,22,50,2,30
5378,'Air India','Banglore','Delhi',0,5228,5,6,13,20,2,50
5379,'IndiGo','Chennai','Kolkata',0,3597,6,12,14,45,2,20
5380,'Air Asia','Banglore','Delhi',0,4483,18,5,11,10,2,45
5381,'Jet Airways','Delhi','Cochin',1,10262,24,6,11,30,16,55
5382,'SpiceJet','Delhi','Cochin',1,5158,6,6,8,45,4,30
5383,'Air India','Banglore','New Delhi',1,6010,21,3,22,0,25,20
5384,'Jet Airways','Delhi','Cochin',2,13376,6,12,14,35,22,0
5385,'Jet Airways','Delhi','Cochin',2,11543,21,3,5,40,22,45
5386,'Multiple carriers','Delhi','Cochin',1,15342,3,6,9,55,9,20
5387,'SpiceJet','Banglore','New Delhi',0,6309,15,3,9,35,2,55
5388,'Vistara','Banglore','Delhi',0,5823,24,5,19,30,2,45
5389,'SpiceJet','Kolkata','Banglore',0,3873,6,1,6,55,2,35
5390,'Jet Airways','Delhi','Cochin',1,12898,27,5,21,50,21,10
5391,'IndiGo','Delhi','Cochin',1,6979,15,5,17,10,8,20
5392,'Air India','Kolkata','Banglore',2,13437,5,12,16,45,23,30
5393,'Jet Airways','Delhi','Cochin',1,6017,27,3,11,30,16,55
5394,'Jet Airways','Delhi','Cochin',1,14053,21,3,7,5,5,30
5395,'IndiGo','Chennai','Kolkata',0,7295,3,6,11,35,2,25
5396,'Jet Airways','Kolkata','Banglore',1,13044,6,12,18,55,24,55
5397,'Jet Airways','Banglore','Delhi',0,4030,5,3,11,10,2,55
5398,'Air India','Banglore','New Delhi',2,13942,3,6,8,15,27,5
5399,'Jet Airways','Kolkata','Banglore',1,14781,5,12,6,30,11,45
5400,'SpiceJet','Banglore','New Delhi',0,3579,24,3,5,45,2,50
5401,'IndiGo','Delhi','Cochin',1,5530,27,5,6,50,5,20
5402,'Jet Airways','Kolkata','Banglore',1,10844,5,12,14,5,5,45
5403,'Air India','Delhi','Cochin',1,8372,6,6,8,0,11,15
5404,'Jet Airways','Delhi','Cochin',1,16289,3,9,6,50,12,55
5405,'Air India','Delhi','Cochin',2,11701,5,6,22,0,21,15
5406,'Multiple carriers Premium economy','Delhi','Cochin',1,11269,21,3,6,0,9,30
5407,'Multiple carriers','Delhi','Cochin',1,9385,18,5,13,0,12,30
5408,'Jet Airways','Kolkata','Banglore',1,14151,24,5,17,0,6,35
5409,'Jet Airways','Banglore','Delhi',0,4544,4,9,8,20,3,0
5410,'Jet Airways','Banglore','New Delhi',1,11087,3,12,20,35,14,10
5411,'IndiGo','Kolkata','Banglore',0,5224,6,3,4,40,2,35
5412,'IndiGo','Kolkata','Banglore',0,4804,27,6,9,35,2,35
5413,'Air India','Mumbai','Hyderabad',1,6901,3,12,5,55,14,40
5414,'Multiple carriers','Delhi','Cochin',1,5999,21,3,14,35,7,45
5415,'Vistara','Banglore','Delhi',0,5403,4,9,21,0,2,50
5416,'Jet Airways','Delhi','Cochin',2,13014,6,12,5,30,13,30
5417,'Jet Airways','Mumbai','Hyderabad',0,4995,5,6,7,5,1,25
5418,'Jet Airways','Kolkata','Banglore',1,13941,21,5,6,30,25,45
5419,'Jet Airways','Delhi','Cochin',2,11507,6,3,21,25,21,35
5420,'Multiple carriers','Delhi','Cochin',1,12192,15,6,8,0,11,0
5421,'Multiple carriers','Delhi','Cochin',1,7198,27,5,18,0,7,30
5422,'IndiGo','Delhi','Cochin',0,5000,21,6,14,25,3,15
5423,'SpiceJet','Kolkata','Banglore',0,3841,4,3,6,55,2,35
5424,'Jet Airways','Delhi','Cochin',1,12347,21,3,13,0,5,50
5425,'Vistara','Chennai','Kolkata',0,11982,15,6,17,45,2,20
5426,'Jet Airways','Banglore','New Delhi',1,16736,3,6,20,35,11,40
5427,'IndiGo','Kolkata','Banglore',0,4174,15,4,17,15,2,35
5428,'SpiceJet','Kolkata','Banglore',0,3841,27,6,9,0,2,25
5429,'Jet Airways','Delhi','Cochin',1,17024,3,6,19,45,24,0
5430,'IndiGo','Banglore','Delhi',0,3943,24,5,21,15,3,0
5431,'IndiGo','Delhi','Cochin',1,6442,6,3,11,55,10,35
5432,'Air India','Delhi','Cochin',2,11762,3,9,7,5,36,10
5433,'SpiceJet','Kolkata','Banglore',0,4174,24,4,9,0,2,25
5434,'IndiGo','Kolkata','Banglore',0,4804,18,6,4,40,2,35
5435,'Multiple carriers','Delhi','Cochin',1,13377,6,6,14,0,11,30
5436,'Jet Airways','Banglore','Delhi',0,7229,4,1,11,10,2,55
5437,'IndiGo','Banglore','New Delhi',0,8855,15,3,22,20,2,50
5438,'Multiple carriers','Delhi','Cochin',1,7741,27,6,10,20,8,55
5439,'Jet Airways','Banglore','New Delhi',1,22270,3,1,8,0,5,15
5440,'Multiple carriers','Delhi','Cochin',1,7740,6,3,8,45,12,15
5441,'Air India','Kolkata','Banglore',2,14960,6,9,9,50,26,40
5442,'Jet Airways','Delhi','Cochin',1,12032,27,3,9,55,8,55
5443,'Air India','Mumbai','Hyderabad',0,5462,3,6,21,5,1,20
5444,'Jet Airways','Delhi','Cochin',1,12347,21,3,19,45,23,5
5445,'Air India','Chennai','Kolkata',0,3145,27,3,11,40,2,15
5446,'Jet Airways','Banglore','New Delhi',1,7832,21,3,11,40,8,40
5447,'IndiGo','Kolkata','Banglore',0,4804,21,6,15,15,2,30
5448,'IndiGo','Delhi','Cochin',1,10482,3,9,2,5,5,5
