,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
5377,Air Asia,Kolkata,Banglore,2,5192,6,12,15,10,8,20
5378,IndiGo,Delhi,Cochin,1,6442,27,3,6,40,15,40
5379,Jet Airways,Delhi,Cochin,1,15554,5,6,22,50,13,45
5380,Jet Airways,Kolkata,Banglore,1,10844,21,5,18,55,21,25
5381,IndiGo,Mumbai,Hyderabad,0,2754,4,3,12,0,1,30
5382,Multiple carriers,Delhi,Cochin,1,14067,21,5,14,0,7,0
5383,GoAir,Delhi,Cochin,1,5140,27,4,7,25,6,10
5384,IndiGo,Delhi,Cochin,1,8330,5,9,10,35,14,55
5385,Jet Airways,Mumbai,Hyderabad,0,5678,3,3,19,35,1,30
5386,Jet Airways,Banglore,New Delhi,1,11087,3,12,22,55,19,30
5387,GoAir,Banglore,New Delhi,0,18558,3,1,20,55,2,55
5388,IndiGo,Mumbai,Hyderabad,0,16000,3,1,2,30,1,30
5389,SpiceJet,Banglore,Delhi,0,3573,5,6,21,10,2,55
5390,Multiple carriers,Delhi,Cochin,1,7670,15,5,12,50,12,40
5392,Vistara,Banglore,Delhi,0,4878,15,5,17,0,2,35
5393,Jet Airways,Delhi,Cochin,2,11507,27,6,21,25,21,35
5394,Air Asia,Delhi,Cochin,1,8759,6,6,7,55,5,30
5395,Jet Airways,Delhi,Cochin,1,10262,6,12,17,30,25,30
5396,Air India,Delhi,Cochin,2,10975,21,5,7,5,26,20
5397,Jet Airways,Delhi,Cochin,1,10262,6,6,19,15,9,10
5398,Multiple carriers,Delhi,Cochin,1,6007,27,6,12,50,8,10
5399,IndiGo,Chennai,Kolkata,0,3858,21,3,11,35,2,25
5400,IndiGo,Delhi,Cochin,1,6412,27,6,14,20,8,10
5401,Air India,Kolkata,Banglore,0,6245,21,4,14,15,2,30
5402,Air India,Delhi,Cochin,2,9968,6,9,19,45,23,30
5403,Multiple carriers,Delhi,Cochin,1,18260,3,9,2,15,10,40
5404,IndiGo,Banglore,New Delhi,0,8855,3,3,18,25,2,55
5405,Jet Airways,Kolkata,Banglore,1,10844,24,5,8,25,9,50
5406,SpiceJet,Chennai,Kolkata,0,3597,27,5,8,20,2,15
5407,Jet Airways,Kolkata,Banglore,1,13067,5,6,17,0,28,5
5408,Jet Airways,Banglore,New Delhi,1,13817,3,12,16,55,17,50
5409,Air India,Banglore,New Delhi,1,11602,3,12,6,45,16,30
5410,Jet Airways,Kolkata,Banglore,1,13941,5,9,16,30,25,45
5411,Jet Airways,Kolkata,Banglore,1,14151,15,5,20,25,22,45
5412,IndiGo,Banglore,Delhi,0,3943,15,5,4,0,2,50
5413,Jet Airways,Kolkata,Banglore,1,10844,5,12,6,30,11,45
5414,SpiceJet,Mumbai,Hyderabad,0,2753,18,6,5,45,1,30
5415,Jet Airways,Delhi,Cochin,1,14714,6,12,2,15,16,45
5416,Multiple carriers,Delhi,Cochin,1,9646,18,5,7,5,9,5
5417,Jet Airways,Delhi,Cochin,1,15554,5,9,7,5,5,30
5418,Air India,Banglore,New Delhi,2,13261,18,3,10,30,7,15
5419,Jet Airways,Banglore,New Delhi,1,11087,18,3,11,40,17,25
5420,Jet Airways,Delhi,Cochin,2,11507,15,6,5,30,13,30
5421,Multiple carriers,Delhi,Cochin,1,9424,5,9,19,0,6,30
5422,GoAir,Banglore,Delhi,0,4937,4,12,11,40,2,50
5423,SpiceJet,Banglore,Delhi,0,3257,6,6,21,10,2,55
5424,IndiGo,Banglore,Delhi,0,4823,5,6,8,30,2,50
5425,IndiGo,Chennai,Kolkata,0,5277,5,12,22,5,2,20
5426,SpiceJet,Kolkata,Banglore,0,3873,4,9,17,10,2,30
5427,Jet Airways,Kolkata,Banglore,1,10844,24,5,16,30,12,10
5428,Multiple carriers,Delhi,Cochin,1,7198,27,5,17,0,8,30
5429,Air India,Delhi,Cochin,0,6094,15,5,5,10,2,50
5430,IndiGo,Banglore,Delhi,0,3943,5,3,6,5,2,45
5431,IndiGo,Banglore,Delhi,0,3943,15,5,21,15,3,0
5432,Jet Airways,Kolkata,Banglore,1,12681,4,1,20,0,16,0
5433,Vistara,Banglore,Delhi,0,5613,15,4,17,0,2,35
5434,SpiceJet,Kolkata,Banglore,0,3873,24,5,9,0,2,25
5435,Jet Airways,Delhi,Cochin,1,12898,27,5,13,0,23,35
5436,Jet Airways,Delhi,Cochin,2,15129,5,9,5,30,22,55
5437,SpiceJet,Chennai,Kolkata,0,3911,5,9,8,20,2,15
5438,IndiGo,Delhi,Cochin,0,6015,6,12,21,5,3,15
5439,Jet Airways,Banglore,New Delhi,1,54826,3,1,16,55,6,5
5440,IndiGo,Delhi,Cochin,1,5073,27,3,20,30,5,5
5441,IndiGo,Chennai,Kolkata,0,4326,21,3,5,15,2,20
5443,Jet Airways,Mumbai,Hyderabad,0,8040,6,3,10,20,1,30
5444,Jet Airways,Banglore,Delhi,0,7229,4,3,6,0,2,45
5445,IndiGo,Banglore,Delhi,0,3943,15,6,13,0,2,50
5446,Air India,Banglore,New Delhi,3,14195,3,6,12,0,11,25
5447,Jet Airways,Delhi,Cochin,2,13292,15,6,9,35,18,50
5448,IndiGo,Kolkata,Banglore,0,4174,4,3,11,30,2,35
5449,Jet Airways,Banglore,New Delhi,1,16736,3,6,7,0,14,20
5450,Jet Airways,Banglore,Delhi,0,5198,5,12,6,0,2,45
5451,Multiple carriers,Delhi,Cochin,1,15058,6,3,7,5,12,10
5452,IndiGo,Delhi,Cochin,1,5073,4,3,10,35,5,0
5453,Multiple carriers,Delhi,Cochin,1,10197,15,5,8,0,11,0
5454,SpiceJet,Chennai,Kolkata,0,3543,27,6,17,45,2,20
5455,Jet Airways,Banglore,Delhi,0,7229,27,6,17,45,3,0
5456,Air India,Delhi,Cochin,2,10966,6,1,12,0,19,40
5457,Jet Airways,Kolkata,Banglore,1,11134,24,3,13,55,9,30
5458,Air Asia,Kolkata,Banglore,0,3807,4,6,22,50,2,30
5459,Air India,Banglore,Delhi,0,5228,5,6,13,20,2,50
5460,IndiGo,Chennai,Kolkata,0,3597,6,12,14,45,2,20
5461,Air Asia,Banglore,Delhi,0,4483,18,5,11,10,2,45
5462,Jet Airways,Delhi,Cochin,1,10262,24,6,11,30,16,55
5463,SpiceJet,Delhi,Cochin,1,5158,6,6,8,45,4,30
5464,Air India,Banglore,New Delhi,1,6010,21,3,22,0,25,20
5465,Jet Airways,Delhi,Cochin,2,13376,6,12,14,35,22,0
5466,Jet Airways,Delhi,Cochin,2,11543,21,3,5,40,22,45
5467,Multiple carriers,Delhi,Cochin,1,15342,3,6,9,55,9,20
5468,SpiceJet,Banglore,New Delhi,0,6309,15,3,9,35,2,55
5469,Vistara,Banglore,Delhi,0,5823,24,5,19,30,2,45
5471,SpiceJet,Kolkata,Banglore,0,3873,6,1,6,55,2,35
5472,Jet Airways,Delhi,Cochin,1,12898,27,5,21,50,21,10
5473,IndiGo,Delhi,Cochin,1,6979,15,5,17,10,8,20
5474,Air India,Kolkata,Banglore,2,13437,5,12,16,45,23,30
5475,Jet Airways,Delhi,Cochin,1,6017,27,3,11,30,16,55
5476,Jet Airways,Delhi,Cochin,1,14053,21,3,7,5,5,30
5477,IndiGo,Chennai,Kolkata,0,7295,3,6,11,35,2,25
5478,Jet Airways,Kolkata,Banglore,1,13044,6,12,18,55,24,55
5479,Jet Airways,Banglore,Delhi,0,4030,5,3,11,10,2,55
5480,Air India,Banglore,New Delhi,2,13942,3,6,8,15,27,5
5481,Jet Airways,Kolkata,Banglore,1,14781,5,12,6,30,11,45
5482,SpiceJet,Banglore,New Delhi,0,3579,24,3,5,45,2,50
5484,IndiGo,Delhi,Cochin,1,5530,27,5,6,50,5,20
5485,Jet Airways,Kolkata,Banglore,1,10844,5,12,14,5,5,45
5486,Air India,Delhi,Cochin,1,8372,6,6,8,0,11,15
5487,Jet Airways,Delhi,Cochin,1,16289,3,9,6,50,12,55
5488,Air India,Delhi,Cochin,2,11701,5,6,22,0,21,15
5489,Multiple carriers Premium economy,Delhi,Cochin,1,11269,21,3,6,0,9,30
5490,Multiple carriers,Delhi,Cochin,1,9385,18,5,13,0,12,30
5491,Jet Airways,Kolkata,Banglore,1,14151,24,5,17,0,6,35
5492,Jet Airways,Banglore,Delhi,0,4544,4,9,8,20,3,0
5493,Jet Airways,Banglore,New Delhi,1,11087,3,12,20,35,14,10
5494,IndiGo,Kolkata,Banglore,0,5224,6,3,4,40,2,35
5495,IndiGo,Kolkata,Banglore,0,4804,27,6,9,35,2,35
5496,Air India,Mumbai,Hyderabad,1,6901,3,12,5,55,14,40
5497,Multiple carriers,Delhi,Cochin,1,5999,21,3,14,35,7,45
5498,Vistara,Banglore,Delhi,0,5403,4,9,21,0,2,50
5499,Jet Airways,Delhi,Cochin,2,13014,6,12,5,30,13,30
5500,Jet Airways,Mumbai,Hyderabad,0,4995,5,6,7,5,1,25
5501,Jet Airways,Kolkata,Banglore,1,13941,21,5,6,30,25,45
5502,Jet Airways,Delhi,Cochin,2,11507,6,3,21,25,21,35
5503,Multiple carriers,Delhi,Cochin,1,12192,15,6,8,0,11,0
5504,Multiple carriers,Delhi,Cochin,1,7198,27,5,18,0,7,30
5505,IndiGo,Delhi,Cochin,0,5000,21,6,14,25,3,15
5506,SpiceJet,Kolkata,Banglore,0,3841,4,3,6,55,2,35
5507,Jet Airways,Delhi,Cochin,1,12347,21,3,13,0,5,50
5508,Vistara,Chennai,Kolkata,0,11982,15,6,17,45,2,20
5510,Jet Airways,Banglore,New Delhi,1,16736,3,6,20,35,11,40
5511,IndiGo,Kolkata,Banglore,0,4174,15,4,17,15,2,35
5512,SpiceJet,Kolkata,Banglore,0,3841,27,6,9,0,2,25
5513,Jet Airways,Delhi,Cochin,1,17024,3,6,19,45,24,0
5514,IndiGo,Banglore,Delhi,0,3943,24,5,21,15,3,0
5515,IndiGo,Delhi,Cochin,1,6442,6,3,11,55,10,35
5516,Air India,Delhi,Cochin,2,11762,3,9,7,5,36,10
5517,SpiceJet,Kolkata,Banglore,0,4174,24,4,9,0,2,25
5518,IndiGo,Kolkata,Banglore,0,4804,18,6,4,40,2,35
5519,Multiple carriers,Delhi,Cochin,1,13377,6,6,14,0,11,30
5520,Jet Airways,Banglore,Delhi,0,7229,4,1,11,10,2,55
5521,IndiGo,Banglore,New Delhi,0,8855,15,3,22,20,2,50
5522,Multiple carriers,Delhi,Cochin,1,7741,27,6,10,20,8,55
5523,Jet Airways,Banglore,New Delhi,1,22270,3,1,8,0,5,15
5524,Multiple carriers,Delhi,Cochin,1,7740,6,3,8,45,12,15
5525,Air India,Kolkata,Banglore,2,14960,6,9,9,50,26,40
5526,Jet Airways,Delhi,Cochin,1,12032,27,3,9,55,8,55
5527,Air India,Mumbai,Hyderabad,0,5462,3,6,21,5,1,20
5528,Jet Airways,Delhi,Cochin,1,12347,21,3,19,45,23,5
5529,Air India,Chennai,Kolkata,0,3145,27,3,11,40,2,15
5530,Jet Airways,Banglore,New Delhi,1,7832,21,3,11,40,8,40
5531,IndiGo,Kolkata,Banglore,0,4804,21,6,15,15,2,30
5532,IndiGo,Delhi,Cochin,1,10482,3,9,2,5,5,5
5533,Jet Airways,Delhi,Cochin,1,12373,18,5,11,30,16,55
5534,Multiple carriers,Delhi,Cochin,1,10478,3,3,7,5,15,15
5535,Jet Airways,Delhi,Cochin,2,13029,18,5,9,40,18,45
5536,Air India,Delhi,Cochin,1,6482,21,3,12,30,20,55
5537,Jet Airways,Delhi,Cochin,1,15554,18,5,9,0,10,0
5538,Multiple carriers,Delhi,Cochin,1,11789,6,12,8,45,10,15
5539,IndiGo,Kolkata,Banglore,1,9413,24,3,14,30,5,40
5540,Air India,Kolkata,Banglore,1,7662,6,9,16,45,28,20
5541,Multiple carriers,Delhi,Cochin,1,7888,21,5,19,0,6,30
5542,Air Asia,Kolkata,Banglore,1,5192,15,5,7,35,15,55
5543,Multiple carriers,Delhi,Cochin,1,6007,24,6,10,20,10,40
5544,Jet Airways,Delhi,Cochin,1,12898,27,5,10,0,26,35
5545,Air India,Banglore,New Delhi,2,11885,18,3,8,50,25,45
5546,Vistara,Kolkata,Banglore,1,14360,24,3,17,0,5,55
5547,Air India,Kolkata,Banglore,2,14330,5,12,16,45,19,45
5548,Multiple carriers,Delhi,Cochin,1,6076,27,3,13,5,9,15
5549,SpiceJet,Kolkata,Banglore,0,4622,3,1,6,55,2,40
5550,Jet Airways,Kolkata,Banglore,1,14388,5,9,21,10,11,5
5551,Multiple carriers,Delhi,Cochin,1,9794,21,5,8,45,10,15
5552,IndiGo,Kolkata,Banglore,0,4804,6,3,15,15,2,30
5553,Jet Airways,Kolkata,Banglore,1,9663,5,9,21,10,7,30
5554,GoAir,Delhi,Cochin,1,5842,5,9,7,25,6,10
5555,Multiple carriers,Delhi,Cochin,1,15603,3,3,7,0,8,30
5556,IndiGo,Kolkata,Banglore,0,5618,3,3,22,10,2,45
5557,IndiGo,Kolkata,Banglore,0,6565,3,3,14,20,2,35
5558,SpiceJet,Delhi,Cochin,1,5221,15,4,17,55,4,55
5559,Jet Airways,Delhi,Cochin,2,10368,27,6,9,40,9,20
5560,Air India,Delhi,Cochin,1,7480,24,6,20,40,12,45
5561,Jet Airways,Delhi,Cochin,2,13882,6,12,11,45,24,50
5562,IndiGo,Delhi,Cochin,1,6442,24,6,6,50,9,20
5563,IndiGo,Banglore,Delhi,0,4823,24,6,7,10,2,55
5564,SpiceJet,Kolkata,Banglore,0,3873,21,5,17,10,2,30
5565,Jet Airways,Kolkata,Banglore,1,12121,5,1,17,0,17,55
5566,IndiGo,Banglore,Delhi,0,4423,27,4,10,10,2,50
5567,Air India,Kolkata,Banglore,0,5510,24,6,14,15,2,30
5568,Jet Airways,Banglore,Delhi,0,7229,4,6,8,20,3,0
5569,Jet Airways,Delhi,Cochin,1,10577,6,9,19,45,16,50
5570,Jet Airways,Mumbai,Hyderabad,0,8040,27,3,10,20,1,30
5571,Jet Airways,Delhi,Cochin,1,14714,6,3,13,0,6,0
5572,Jet Airways,Banglore,Delhi,0,7229,6,9,6,0,2,45
5573,Multiple carriers,Delhi,Cochin,2,6653,21,3,7,5,14,15
5574,IndiGo,Delhi,Cochin,1,6442,24,6,5,5,11,5
5575,IndiGo,Kolkata,Banglore,0,4804,5,12,21,25,2,40
5576,Air India,Delhi,Cochin,2,9417,5,9,13,15,20,10
5577,Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,24,55
5578,Jet Airways,Banglore,Delhi,0,7229,5,12,17,45,3,0
5579,Jet Airways,Delhi,Cochin,1,15400,3,6,9,0,9,50
5580,IndiGo,Delhi,Cochin,1,6416,15,6,8,30,12,30
5581,Air India,Banglore,Delhi,0,5176,4,3,13,20,2,50
5582,IndiGo,Delhi,Cochin,1,9264,21,3,16,0,9,35
5583,Multiple carriers,Delhi,Cochin,1,13587,6,6,9,0,12,0
5584,SpiceJet,Chennai,Kolkata,0,3597,5,1,8,20,2,15
5585,Air Asia,Banglore,Delhi,0,4282,27,4,4,55,2,50
5586,Jet Airways,Mumbai,Hyderabad,0,4995,27,6,7,5,1,25
5587,IndiGo,Kolkata,Banglore,0,4804,6,1,20,20,2,35
5588,Jet Airways,Kolkata,Banglore,1,10844,5,6,6,30,9,50
5589,Jet Airways,Delhi,Cochin,1,14714,6,1,21,50,14,45
5590,Jet Airways,Kolkata,Banglore,1,14571,6,6,21,10,12,10
5591,Jet Airways,Banglore,New Delhi,1,7832,21,3,11,40,23,45
5592,Jet Airways,Kolkata,Banglore,1,11467,4,1,20,25,21,35
5593,Jet Airways,Kolkata,Banglore,1,10953,5,9,17,0,17,55
5594,IndiGo,Kolkata,Banglore,0,4148,3,9,20,25,2,40
5595,SpiceJet,Kolkata,Banglore,0,3873,5,9,9,0,2,25
5596,IndiGo,Banglore,Delhi,0,3943,27,4,22,10,2,50
5597,Air Asia,Delhi,Cochin,1,6151,27,3,16,45,5,30
5598,Vistara,Mumbai,Hyderabad,1,12080,3,12,8,45,14,10
5599,Jet Airways,Kolkata,Banglore,1,13584,5,9,20,0,14,5
5600,IndiGo,Delhi,Cochin,1,6979,5,6,11,25,14,5
5601,Air Asia,Banglore,New Delhi,0,4482,3,9,23,25,2,45
5602,IndiGo,Kolkata,Banglore,1,6284,4,1,18,5,5,25
5603,IndiGo,Kolkata,Banglore,1,4226,24,5,19,35,3,40
5604,IndiGo,Delhi,Cochin,1,6442,3,9,6,40,9,30
5605,Jet Airways,Delhi,Cochin,1,12373,18,5,19,45,8,40
5606,Jet Airways,Banglore,New Delhi,1,11297,3,12,5,50,9,10
5607,Air India,Kolkata,Banglore,2,14083,24,5,10,0,15,20
5608,Jet Airways,Delhi,Cochin,0,7202,6,3,11,0,3,15
5609,Multiple carriers,Delhi,Cochin,1,11667,21,3,9,0,9,50
5610,Jet Airways,Kolkata,Banglore,1,10844,24,5,18,55,23,20
5611,Air India,Banglore,New Delhi,1,5932,15,3,11,50,21,5
5612,Multiple carriers,Delhi,Cochin,1,9001,24,6,8,45,10,30
5613,Jet Airways,Kolkata,Banglore,1,13469,6,6,17,0,6,35
5614,IndiGo,Mumbai,Hyderabad,0,2227,15,6,21,20,1,30
5615,IndiGo,Delhi,Cochin,1,5636,15,5,7,15,5,15
5616,Multiple carriers,Delhi,Cochin,2,15965,6,6,15,5,10,25
5617,IndiGo,Delhi,Cochin,1,5054,24,6,20,25,5,5
5618,Multiple carriers,Delhi,Cochin,1,5999,21,3,7,10,9,0
5619,IndiGo,Banglore,Delhi,0,4823,5,1,7,10,2,55
5620,SpiceJet,Kolkata,Banglore,1,8479,6,12,11,35,7,15
5621,Vistara,Kolkata,Banglore,1,8452,15,5,7,10,15,30
5622,Jet Airways,Delhi,Cochin,1,14924,6,3,8,0,11,0
5623,Air India,Delhi,Cochin,2,10441,6,3,19,45,23,30
5624,Multiple carriers,Delhi,Cochin,1,7485,21,5,6,0,15,0
5625,Jet Airways,Banglore,Delhi,0,6478,6,6,8,20,3,0
5626,Jet Airways,Delhi,Cochin,2,15129,27,5,13,25,29,35
5627,IndiGo,Kolkata,Banglore,1,3809,5,1,19,20,4,25
5629,IndiGo,Kolkata,Banglore,0,5224,6,9,22,15,2,35
5630,IndiGo,Delhi,Cochin,1,8330,5,9,17,10,8,20
5631,Air India,Banglore,Delhi,0,6961,6,9,10,0,2,45
5632,Jet Airways,Delhi,Cochin,1,10262,6,9,8,0,11,0
5633,IndiGo,Mumbai,Hyderabad,0,2754,21,6,2,35,1,30
5634,Multiple carriers,Delhi,Cochin,1,13727,18,5,15,0,10,30
5635,GoAir,Banglore,Delhi,0,3898,27,4,20,55,2,45
5636,Jet Airways,Banglore,New Delhi,1,11087,3,12,22,55,13,30
5637,Air Asia,Banglore,Delhi,0,3383,4,6,23,55,2,50
5638,Jet Airways,Delhi,Cochin,1,12557,21,3,17,30,25,20
5639,Jet Airways,Delhi,Cochin,2,8273,21,3,6,20,22,5
5640,Air India,Mumbai,Hyderabad,2,9736,3,12,10,5,9,5
5641,Jet Airways,Delhi,Cochin,1,10262,24,6,17,30,25,30
5642,Jet Airways,Delhi,Cochin,2,11664,4,9,5,30,13,30
5643,IndiGo,Banglore,Delhi,0,4591,5,1,23,30,2,50
5644,Jet Airways,Banglore,New Delhi,1,13502,18,3,14,5,5,5
5645,Air India,Delhi,Cochin,1,8372,27,6,13,0,6,15
5646,Air India,Banglore,Delhi,0,6121,21,4,6,10,2,45
5647,Vistara,Banglore,New Delhi,0,5613,21,3,16,0,2,35
5648,IndiGo,Delhi,Cochin,1,5298,4,6,6,50,5,20
5649,Jet Airways,Delhi,Cochin,1,15764,3,9,2,15,17,30
5650,Air Asia,Delhi,Cochin,1,6253,15,6,7,55,14,30
5651,Jet Airways,Kolkata,Banglore,1,8586,18,5,5,45,6,15
5652,Jet Airways,Delhi,Cochin,2,12273,27,3,6,20,22,5
5653,IndiGo,Mumbai,Hyderabad,0,2227,15,5,21,20,1,30
5654,Jet Airways,Banglore,Delhi,0,5769,6,12,19,50,3,0
5655,Vistara,Delhi,Cochin,0,6216,18,4,14,40,3,10
5656,IndiGo,Delhi,Cochin,1,6386,6,3,2,0,5,45
5657,Multiple carriers,Delhi,Cochin,1,16108,6,1,10,0,9,15
5658,SpiceJet,Kolkata,Banglore,0,3873,24,5,22,20,2,20
5659,IndiGo,Delhi,Cochin,1,6270,4,9,10,35,14,55
5660,Air India,Banglore,Delhi,0,5911,4,12,21,5,2,50
5661,Multiple carriers,Delhi,Cochin,1,15077,3,6,9,10,10,5
5662,Jet Airways,Banglore,New Delhi,1,31825,3,1,20,35,14,50
5663,SpiceJet,Kolkata,Banglore,1,8479,5,6,11,35,7,15
5664,Vistara,Kolkata,Banglore,1,9397,5,12,7,10,25,55
5665,Jet Airways,Delhi,Cochin,1,10262,6,3,9,0,27,35
5666,IndiGo,Delhi,Cochin,0,4729,4,3,5,35,3,15
5667,Jet Airways,Delhi,Cochin,1,14714,6,1,17,30,25,30
5668,IndiGo,Kolkata,Banglore,0,4804,15,5,17,15,2,35
5669,IndiGo,Kolkata,Banglore,0,4804,6,3,20,25,2,45
5670,Air India,Mumbai,Hyderabad,0,2050,4,1,21,5,1,20
5671,Multiple carriers,Delhi,Cochin,1,8371,27,3,7,30,11,45
5672,Multiple carriers,Delhi,Cochin,1,12192,27,6,10,0,9,0
5673,Multiple carriers Premium economy,Delhi,Cochin,1,14629,21,3,6,0,12,50
5674,IndiGo,Banglore,Delhi,0,4823,4,9,18,25,2,55
5675,Multiple carriers,Delhi,Cochin,1,14323,5,9,13,0,6,15
5676,Jet Airways,Delhi,Cochin,2,15129,5,9,13,25,23,10
5677,IndiGo,Delhi,Cochin,1,6758,18,5,6,40,14,20
5678,Multiple carriers,Delhi,Cochin,1,14848,21,5,9,0,10,15
5679,Air India,Banglore,New Delhi,2,12358,3,3,6,45,27,50
5680,Jet Airways,Banglore,Delhi,0,4030,21,5,18,55,3,5
5681,Air India,Kolkata,Banglore,0,4960,3,9,14,15,2,30
5682,Air India,Delhi,Cochin,2,8656,27,3,16,40,26,35
5683,IndiGo,Delhi,Cochin,1,14871,3,6,9,10,11,50
5684,GoAir,Delhi,Cochin,1,4563,27,3,6,0,7,20
5685,IndiGo,Mumbai,Hyderabad,0,4784,3,6,21,20,1,25
5686,IndiGo,Banglore,Delhi,0,4823,6,1,20,0,2,50
5687,Vistara,Chennai,Kolkata,0,3687,5,3,7,5,2,15
5688,Jet Airways,Banglore,Delhi,0,7229,27,4,15,15,2,55
5689,Jet Airways,Banglore,Delhi,0,7229,15,4,7,10,3,0
5690,Air India,Delhi,Cochin,1,7174,21,4,6,10,16,50
5691,Air India,Delhi,Cochin,2,11071,21,3,6,50,24,50
5692,IndiGo,Delhi,Cochin,1,6979,15,5,4,55,16,5
5693,IndiGo,Chennai,Kolkata,0,3850,15,5,7,55,2,20
5694,Jet Airways,Kolkata,Banglore,1,13044,6,12,20,0,13,20
5695,Jet Airways,Delhi,Cochin,1,12373,18,5,20,55,7,30
5696,Air India,Delhi,Cochin,2,13801,18,5,13,20,18,20
5697,IndiGo,Banglore,Delhi,0,4823,6,1,8,30,2,50
5698,Air India,Delhi,Cochin,1,6587,6,9,5,15,25,35
5699,IndiGo,Mumbai,Hyderabad,0,2227,6,3,20,5,1,35
5700,Jet Airways,Kolkata,Banglore,1,14151,6,9,17,0,21,25
5701,Air India,Banglore,New Delhi,2,25430,3,1,8,50,38,35
5702,SpiceJet,Banglore,Delhi,0,4319,27,6,21,10,2,55
5703,Air India,Delhi,Cochin,1,14462,3,3,4,0,27,40
5704,Jet Airways,Kolkata,Banglore,1,8586,21,5,6,30,27,35
5705,Air India,Kolkata,Banglore,1,7662,6,9,9,50,11,15
5706,Jet Airways,Mumbai,Hyderabad,0,4995,5,3,7,5,1,25
5707,Multiple carriers,Delhi,Cochin,1,7408,6,9,9,0,12,0
5708,Jet Airways,Mumbai,Hyderabad,0,5678,15,3,19,35,1,30
5709,Jet Airways,Mumbai,Hyderabad,0,5678,6,9,19,35,1,30
5710,Jet Airways,Banglore,New Delhi,1,26890,3,1,8,55,15,50
5711,Air India,Mumbai,Hyderabad,2,13904,3,6,6,0,37,25
5712,Jet Airways,Delhi,Cochin,2,15318,6,1,20,0,8,25
5713,Vistara,Kolkata,Banglore,1,8452,15,5,20,20,26,20
5714,IndiGo,Delhi,Cochin,1,6314,6,9,10,35,10,25
5715,Air India,Kolkata,Banglore,1,10203,5,1,10,0,10,25
5716,SpiceJet,Chennai,Kolkata,0,3597,15,6,8,20,2,15
5717,Multiple carriers,Delhi,Cochin,1,8266,6,12,10,20,8,55
5718,Jet Airways,Delhi,Cochin,1,12373,18,5,21,50,14,45
5719,Jet Airways,Banglore,New Delhi,1,36235,3,1,14,5,7,15
5720,IndiGo,Delhi,Cochin,1,14871,3,3,8,25,12,35
5721,Jet Airways,Banglore,Delhi,0,7229,4,12,17,45,3,0
5722,IndiGo,Kolkata,Banglore,0,4804,24,4,22,15,2,35
5723,IndiGo,Banglore,New Delhi,0,7303,3,3,20,0,2,55
5724,Multiple carriers,Delhi,Cochin,1,13587,6,1,11,30,9,30
5725,Multiple carriers,Delhi,Cochin,1,7740,18,5,14,55,7,35
5726,IndiGo,Chennai,Kolkata,0,7295,3,1,14,40,2,25
5727,Multiple carriers,Delhi,Cochin,1,18916,3,3,18,15,7,20
5728,Multiple carriers,Delhi,Cochin,1,8266,21,5,12,50,6,25
5729,Jet Airways,Delhi,Cochin,1,12373,18,5,2,15,26,10
5730,Multiple carriers,Delhi,Cochin,1,11188,18,5,13,15,9,15
5731,Jet Airways,Kolkata,Banglore,1,14151,18,5,9,35,8,25
5732,Jet Airways,Delhi,Cochin,1,14714,6,1,8,0,11,0
5733,Jet Airways,Banglore,Delhi,0,7229,4,6,7,10,3,0
5734,Jet Airways,Delhi,Cochin,1,12242,27,3,9,0,19,25
5735,Jet Airways,Banglore,New Delhi,1,9134,15,3,7,0,5,25
5736,IndiGo,Banglore,Delhi,0,3943,5,1,22,10,2,50
5737,Air India,Banglore,Delhi,0,6961,6,1,10,0,2,45
5738,Jet Airways,Mumbai,Hyderabad,2,23843,3,12,8,15,8,20
5739,SpiceJet,Chennai,Kolkata,0,3597,24,5,9,45,2,15
5740,Multiple carriers,Delhi,Cochin,1,7408,27,6,13,0,8,0
5741,SpiceJet,Banglore,Delhi,0,3257,27,5,5,55,2,40
5742,SpiceJet,Mumbai,Hyderabad,0,1965,5,6,5,45,1,30
5743,Multiple carriers,Delhi,Cochin,1,9100,27,3,6,40,12,35
5744,Air India,Mumbai,Hyderabad,0,3100,18,6,19,30,1,15
5745,Jet Airways,Banglore,New Delhi,1,26890,3,1,8,0,10,25
5746,Jet Airways,Banglore,Delhi,0,8016,24,6,17,45,3,0
5747,Air India,Kolkata,Banglore,1,12173,24,3,20,30,23,55
5748,IndiGo,Delhi,Cochin,1,8784,27,5,4,55,16,5
5749,IndiGo,Delhi,Cochin,1,5298,5,9,6,50,5,20
5750,Jet Airways,Banglore,New Delhi,1,11087,3,9,8,55,24,35
5751,SpiceJet,Delhi,Cochin,1,5409,6,9,17,55,4,55
5752,GoAir,Delhi,Cochin,1,5842,5,1,7,25,6,10
5753,Jet Airways,Mumbai,Hyderabad,0,2228,18,3,15,50,1,30
5754,SpiceJet,Chennai,Kolkata,0,3543,5,6,17,45,2,20
5755,IndiGo,Kolkata,Banglore,1,7228,21,5,21,0,5,15
5756,IndiGo,Delhi,Cochin,1,6287,15,4,5,5,7,5
5757,Multiple carriers,Delhi,Cochin,1,13377,27,6,13,0,12,30
5758,IndiGo,Kolkata,Banglore,0,6985,3,3,17,15,2,45
5759,Air India,Delhi,Cochin,1,8372,6,3,13,0,6,15
